2025.12.19 13:38:29 INFO  Started: Metals version 1.6.4 in folders '/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs' for client Visual Studio Code 1.107.1.
2025.12.22 15:42:42 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 15:42:42 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 0.91s
2025.12.22 15:44:24 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 15:44:24 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 15:44:24 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 15:44:24 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 15:44:24 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 15:44:24 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 15:44:24 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 15:44:24 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 15:44:24 INFO  compiling catalogs_c34520776b-e80abaebed (2 scala sources)
2025.12.22 15:44:24 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 0.86s
Dec 22, 2025 3:54:08 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 212
Dec 22, 2025 3:54:09 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 219
2025.12.22 15:55:31 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 15:55:31 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 15:55:31 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 15:55:31 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 15:55:31 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 15:55:31 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 15:55:31 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 15:55:31 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 15:55:31 INFO  compiling catalogs_c34520776b-e80abaebed (2 scala sources)
2025.12.22 15:55:33 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 1.51s
Dec 22, 2025 3:56:38 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 432
Dec 22, 2025 3:57:01 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 458
2025.12.22 15:58:03 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 15:58:03 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 15:58:03 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 15:58:03 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 15:58:03 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 15:58:03 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 15:58:03 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 15:58:03 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 15:58:04 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 15:58:05 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 1.65s
exception caught when loading module class module-info$: java.lang.AssertionError: assertion failed: attempt to parse java.lang.Object from classfile
2025.12.22 15:59:57 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 15:59:57 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 15:59:57 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 15:59:57 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 15:59:57 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 15:59:57 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 15:59:57 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 15:59:57 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 15:59:58 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 16:00:00 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 2.11s
2025.12.22 16:02:07 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 16:02:07 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 16:02:07 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 16:02:07 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 16:02:07 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 16:02:07 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:02:07 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 16:02:07 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:02:07 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 16:02:09 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 2.09s
2025.12.22 16:04:16 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 16:04:16 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 16:04:16 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 16:04:16 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 16:04:16 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 16:04:16 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:04:16 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 16:04:16 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:04:16 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 16:04:18 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 1.69s
2025.12.22 16:04:54 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 16:04:54 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 16:04:54 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 16:04:54 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 16:04:54 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 16:04:54 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:04:54 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 16:04:54 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:04:54 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 16:04:54 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 0.97s
2025.12.22 16:05:27 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 16:05:27 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 16:05:27 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 16:05:27 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 16:05:27 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 16:05:27 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:05:27 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 16:05:27 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:05:27 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 16:05:27 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 0.71s
2025.12.22 16:06:09 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 16:06:09 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 16:06:09 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 16:06:09 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 16:06:09 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 16:06:09 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:06:09 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 16:06:09 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:06:09 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 16:06:09 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 0.88s
Dec 22, 2025 4:06:32 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 1245
2025.12.22 16:06:36 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 16:06:36 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 16:06:36 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 16:06:36 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 16:06:36 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 16:06:36 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:06:36 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 16:06:36 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:06:37 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 16:06:37 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 0.47s
Dec 22, 2025 4:06:42 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 1299
2025.12.22 16:06:45 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 16:06:45 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 16:06:45 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 16:06:45 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 16:06:45 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 16:06:45 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:06:45 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 16:06:45 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:06:45 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 16:06:45 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 0.44s
2025.12.22 16:07:20 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 16:07:20 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 16:07:20 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 16:07:20 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 16:07:20 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 16:07:20 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:07:20 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 16:07:20 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:07:20 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 16:07:20 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 0.7s
Dec 22, 2025 4:07:46 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 1455
exception caught when loading module class module-info$: java.lang.AssertionError: assertion failed: attempt to parse java.lang.Object from classfile
2025.12.22 16:08:09 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 16:08:09 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 16:08:09 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 16:08:09 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 16:08:09 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 16:08:09 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:08:09 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 16:08:09 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 16:08:09 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 16:08:10 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 1.55s
2025.12.22 18:02:44 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 18:02:44 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 18:02:44 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 18:02:44 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 18:02:44 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 18:02:44 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 18:02:44 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 18:02:44 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 18:02:44 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 18:02:46 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 1.9s
Dec 22, 2025 6:13:15 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 1779
2025.12.22 18:15:48 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/.scala-build/Catalogs_c34520776b-e80abaebed/src_generated/main/Utils.scala. Using presentation compiler with project's scala-library version: 3.7.4
2025.12.22 18:16:02 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 18:16:02 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 18:16:02 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 18:16:02 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 18:16:02 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 18:16:02 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 18:16:02 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 18:16:02 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 18:16:03 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 18:16:04 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 1.78s
2025.12.22 18:19:43 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 18:19:43 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 18:19:43 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 18:19:43 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 18:19:43 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 18:19:43 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 18:19:43 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 18:19:43 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 18:19:47 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 18:19:47 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 18:19:47 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 18:19:47 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 18:19:47 INFO  BSP server: [warn] ./Catalogs.sc:1:1
2025.12.22 18:19:47 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 18:19:47 INFO  BSP server: [warn] /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc:1:1
2025.12.22 18:19:47 INFO  BSP server: [warn] Using directives detected in multiple files. It is recommended to keep them centralized in the /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/project.scala file.
2025.12.22 18:19:47 INFO  compiling catalogs_c34520776b-e80abaebed (1 scala source)
2025.12.22 18:19:50 INFO  time: compiled Catalogs_c34520776b-e80abaebed in 2.48s
Dec 22, 2025 6:24:55 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 2214
2025.12.22 18:25:21 INFO  BSP server: [warn] Skipped duplicate sources:
2025.12.22 18:25:21 INFO  BSP server:   Right((SitesCatalog.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Libraries/SitesCatalog.sc))
2025.12.22 18:25:21 INFO  BSP server:   Right((DataBaseConnections.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/DataBaseConnections.sc))
2025.12.22 18:25:21 INFO  BSP server:   Right((Utils.sc,/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/GeneralLibraries/Utils.sc))
2025.12.22 18:25:21 INFO  BSP server: [warn] ./Catalogs.sc:1:1
